MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_CERTIFICATO,BOLLO,ESENTI_DA_BOLLO,TOTALE
12,2025,Residenti,UNIONE CIVILE ,19,63,82
1,2026,AIRE,CITTADINANZA,52,217,269
1,2026,AIRE,CONTESTUALE,175,743,918
1,2026,AIRE,ESISTENZA IN VITA,0,2,2
1,2026,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,7,9
1,2026,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,15,16
1,2026,AIRE,MATRIMONIO,44,255,299
1,2026,AIRE,NASCITA,511,644,1155
1,2026,AIRE,RESIDENZA,325,1331,1656
1,2026,AIRE,RESIDENZA IN CONVIVENZA,0,1,1
1,2026,AIRE,STATO CIVILE,2,11,13
1,2026,AIRE,STATO FAMIGLIA,71,419,490
1,2026,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,3,7,10
1,2026,AIRE,STATO FAMIGLIA E STATO CIVILE,0,5,5
1,2026,AIRE,STATO LIBERO,0,5,5
1,2026,AIRE,UNIONE CIVILE ,1,2,3
1,2026,Residenti,CITTADINANZA,214,2891,3105
1,2026,Residenti,CONTESTUALE,18263,173791,192054
1,2026,Residenti,CONTRATTO CONVIVENZA,4,31,35
1,2026,Residenti,ESISTENZA IN VITA,375,3849,4224
1,2026,Residenti,GODIMENTO DEI DIRITTI POLITICI,90,472,562
1,2026,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,30,619,649
1,2026,Residenti,MATRIMONIO,2488,19282,21770
1,2026,Residenti,NASCITA,3598,22008,25606
1,2026,Residenti,RESIDENZA,11410,321915,333325
1,2026,Residenti,RESIDENZA IN CONVIVENZA,4,285,289
1,2026,Residenti,STATO CIVILE,4202,18503,22705
1,2026,Residenti,STATO FAMIGLIA,12279,122633,134912
1,2026,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1257,15263,16520
1,2026,Residenti,STATO FAMIGLIA E STATO CIVILE,1348,10466,11814
1,2026,Residenti,STATO LIBERO,3753,5045,8798
1,2026,Residenti,UNIONE CIVILE ,19,85,104
2,2026,AIRE,CITTADINANZA,41,206,247
2,2026,AIRE,CONTESTUALE,170,719,889
2,2026,AIRE,ESISTENZA IN VITA,0,6,6
2,2026,AIRE,GODIMENTO DEI DIRITTI POLITICI,6,12,18
2,2026,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,30,31
2,2026,AIRE,MATRIMONIO,51,242,293
2,2026,AIRE,NASCITA,387,559,946
2,2026,AIRE,RESIDENZA,290,1392,1682
2,2026,AIRE,STATO CIVILE,1,13,14
2,2026,AIRE,STATO FAMIGLIA,62,455,517
2,2026,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,3,3
2,2026,AIRE,STATO FAMIGLIA E STATO CIVILE,0,2,2
2,2026,AIRE,STATO LIBERO,5,5,10
2,2026,AIRE,UNIONE CIVILE ,0,4,4
2,2026,Residenti,CITTADINANZA,188,2779,2967
2,2026,Residenti,CONTESTUALE,18639,177787,196426
2,2026,Residenti,CONTRATTO CONVIVENZA,11,31,42
2,2026,Residenti,ESISTENZA IN VITA,344,3241,3585
2,2026,Residenti,GODIMENTO DEI DIRITTI POLITICI,100,779,879
2,2026,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,41,1518,1559
2,2026,Residenti,MATRIMONIO,2015,19823,21838
2,2026,Residenti,NASCITA,3115,20406,23521
2,2026,Residenti,RESIDENZA,10269,336909,347178
2,2026,Residenti,RESIDENZA IN CONVIVENZA,7,247,254
2,2026,Residenti,STATO CIVILE,3908,19048,22956
2,2026,Residenti,STATO FAMIGLIA,10955,107803,118758
2,2026,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1105,11550,12655
2,2026,Residenti,STATO FAMIGLIA E STATO CIVILE,1286,8664,9950
2,2026,Residenti,STATO LIBERO,3614,5324,8938
2,2026,Residenti,UNIONE CIVILE ,22,89,111
3,2026,AIRE,CITTADINANZA,58,209,267
3,2026,AIRE,CONTESTUALE,191,775,966
3,2026,AIRE,ESISTENZA IN VITA,0,11,11
3,2026,AIRE,GODIMENTO DEI DIRITTI POLITICI,3,10,13
3,2026,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,50,50
3,2026,AIRE,MATRIMONIO,48,236,284
3,2026,AIRE,NASCITA,471,595,1066
3,2026,AIRE,RESIDENZA,339,1572,1911
3,2026,AIRE,STATO CIVILE,3,9,12
3,2026,AIRE,STATO FAMIGLIA,56,451,507
3,2026,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,2,2
3,2026,AIRE,STATO FAMIGLIA E STATO CIVILE,0,3,3
3,2026,AIRE,STATO LIBERO,0,4,4
3,2026,AIRE,UNIONE CIVILE ,0,1,1
3,2026,Residenti,CITTADINANZA,234,3036,3270
3,2026,Residenti,CONTESTUALE,21841,199811,221652
3,2026,Residenti,CONTRATTO CONVIVENZA,7,38,45
3,2026,Residenti,ESISTENZA IN VITA,340,3617,3957
3,2026,Residenti,GODIMENTO DEI DIRITTI POLITICI,205,3198,3403
3,2026,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,203,6750,6953
3,2026,Residenti,MATRIMONIO,2299,21256,23555
3,2026,Residenti,NASCITA,3318,22101,25419
3,2026,Residenti,RESIDENZA,11332,371052,382384
3,2026,Residenti,RESIDENZA IN CONVIVENZA,6,286,292
3,2026,Residenti,STATO CIVILE,4412,20939,25351
3,2026,Residenti,STATO FAMIGLIA,11865,112145,124010
3,2026,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1146,11464,12610
3,2026,Residenti,STATO FAMIGLIA E STATO CIVILE,1439,9061,10500
3,2026,Residenti,STATO LIBERO,4146,6095,10241
3,2026,Residenti,UNIONE CIVILE ,27,112,139
4,2026,AIRE,CITTADINANZA,53,156,209
4,2026,AIRE,CONTESTUALE,144,643,787
4,2026,AIRE,ESISTENZA IN VITA,0,2,2
4,2026,AIRE,GODIMENTO DEI DIRITTI POLITICI,3,11,14
4,2026,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,4,17,21
4,2026,AIRE,MATRIMONIO,31,173,204
4,2026,AIRE,NASCITA,333,508,841
4,2026,AIRE,RESIDENZA,353,1554,1907
4,2026,AIRE,STATO CIVILE,0,5,5
4,2026,AIRE,STATO FAMIGLIA,43,335,378
4,2026,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,3,3
4,2026,AIRE,STATO FAMIGLIA E STATO CIVILE,0,6,6
4,2026,AIRE,STATO LIBERO,2,0,2
4,2026,AIRE,UNIONE CIVILE ,1,3,4
4,2026,Residenti,CITTADINANZA,168,2752,2920
4,2026,Residenti,CONTESTUALE,18515,176015,194530
4,2026,Residenti,CONTRATTO CONVIVENZA,10,38,48
4,2026,Residenti,ESISTENZA IN VITA,302,2981,3283
4,2026,Residenti,GODIMENTO DEI DIRITTI POLITICI,122,752,874
4,2026,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,264,7648,7912
4,2026,Residenti,MATRIMONIO,908,14571,15479
4,2026,Residenti,NASCITA,2886,19824,22710
4,2026,Residenti,RESIDENZA,10099,331121,341220
4,2026,Residenti,RESIDENZA IN CONVIVENZA,4,231,235
4,2026,Residenti,STATO CIVILE,2396,15878,18274
4,2026,Residenti,STATO FAMIGLIA,9814,96039,105853
4,2026,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,984,9545,10529
4,2026,Residenti,STATO FAMIGLIA E STATO CIVILE,1032,7077,8109
4,2026,Residenti,STATO LIBERO,3033,4788,7821
4,2026,Residenti,UNIONE CIVILE ,7,73,80
5,2026,AIRE,CITTADINANZA,40,157,197
5,2026,AIRE,CONTESTUALE,139,615,754
5,2026,AIRE,ESISTENZA IN VITA,0,1,1
5,2026,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,8,9
5,2026,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,6,17,23
5,2026,AIRE,MATRIMONIO,40,219,259
5,2026,AIRE,NASCITA,328,491,819
5,2026,AIRE,RESIDENZA,351,1613,1964
5,2026,AIRE,STATO CIVILE,1,8,9
5,2026,AIRE,STATO FAMIGLIA,46,341,387
5,2026,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,1,1
5,2026,AIRE,STATO FAMIGLIA E STATO CIVILE,0,3,3
5,2026,AIRE,UNIONE CIVILE ,1,5,6
5,2026,Residenti,CITTADINANZA,200,2652,2852
5,2026,Residenti,CONTESTUALE,18432,170148,188580
5,2026,Residenti,CONTRATTO CONVIVENZA,4,35,39
5,2026,Residenti,ESISTENZA IN VITA,280,2837,3117
5,2026,Residenti,GODIMENTO DEI DIRITTI POLITICI,98,350,448
5,2026,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,30,807,837
5,2026,Residenti,MATRIMONIO,1026,14604,15630
5,2026,Residenti,NASCITA,2765,19206,21971
5,2026,Residenti,RESIDENZA,9927,329797,339724
5,2026,Residenti,RESIDENZA IN CONVIVENZA,5,208,213
5,2026,Residenti,STATO CIVILE,2521,16016,18537
5,2026,Residenti,STATO FAMIGLIA,9432,95487,104919
5,2026,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,965,9511,10476
5,2026,Residenti,STATO FAMIGLIA E STATO CIVILE,1030,6778,7808
5,2026,Residenti,STATO LIBERO,3067,4613,7680
5,2026,Residenti,UNIONE CIVILE ,11,62,73
