MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_DI_RETTIFICA,STATO_DI_LAVORAZIONE,TOTALE
10,2024,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,14
10,2024,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,2
10,2024,Residenti,RESIDENZA: SCALA,RESPINTA,1
10,2024,Residenti,RESIDENZA: SCALAESTERNA,IN LAVORAZIONE,1
10,2024,Residenti,RESIDENZA: SPECIE,ACCOLTA,39
10,2024,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,25
10,2024,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,43
10,2024,Residenti,RESIDENZA: SPECIE,RESPINTA,1
10,2024,Residenti,RESIDENZA: STATOESTERO,IRRICEVIBILE,1
10,2024,Residenti,RISOLUZIONE CONVIVENZA: DATAEVENTO,IN LAVORAZIONE,1
10,2024,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,IN LAVORAZIONE,1
10,2024,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,ACCOLTA,1
10,2024,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IN LAVORAZIONE,1
10,2024,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IRRICEVIBILE,2
10,2024,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,555
10,2024,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,482
10,2024,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,409
10,2024,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,33
10,2024,Residenti,VEDOVANZA: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
11,2024,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,2
11,2024,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,2
11,2024,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,2
11,2024,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,2
11,2024,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
11,2024,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,2
11,2024,AIRE,GENERALITÀ: COGNOME,ACCOLTA,1
11,2024,AIRE,LEGAME PARENTELA,ACCOLTA,6
11,2024,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,3
11,2024,AIRE,LEGAME PARENTELA,IRRICEVIBILE,1
11,2024,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,13
11,2024,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,8
11,2024,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,7
11,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,8
11,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,3
11,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,3
11,2024,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,13
11,2024,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,13
11,2024,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,5
11,2024,AIRE,MATRIMONIO: DATAEVENTO,ACCOLTA,1
11,2024,AIRE,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,1
11,2024,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,18
11,2024,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,13
11,2024,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,10
11,2024,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,10
11,2024,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,4
11,2024,AIRE,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,8
11,2024,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,19
11,2024,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,12
11,2024,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,12
11,2024,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,7
11,2024,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,20
11,2024,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,19
11,2024,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,7
11,2024,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,3
11,2024,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,11
11,2024,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,3
11,2024,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,7
11,2024,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,9
11,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,11
11,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,30
11,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,23
11,2024,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,4
11,2024,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,16
11,2024,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,15
11,2024,AIRE,RESIDENZA: PROVINCIACONTEA,IN LAVORAZIONE,1
11,2024,AIRE,RESIDENZA: PROVINCIACONTEA,IRRICEVIBILE,1
11,2024,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,1
11,2024,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,5
11,2024,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,7
11,2024,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,23
11,2024,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,15
11,2024,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,17
11,2024,AIRE,UNIONE CIVILE: LUOGOEVENTO,ACCOLTA,1
11,2024,AIRE,VEDOVANZA: LUOGOEVENTO,IN LAVORAZIONE,1
11,2024,Residenti,ATTO DI NASCITA: ANNO,IRRICEVIBILE,1
11,2024,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,3
11,2024,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IRRICEVIBILE,3
11,2024,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,13
11,2024,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,6
11,2024,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,6
11,2024,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,8
11,2024,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,6
11,2024,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,1
11,2024,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,IN LAVORAZIONE,1
11,2024,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,11
11,2024,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,9
11,2024,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,3
11,2024,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,18
11,2024,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,13
11,2024,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
11,2024,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,13
11,2024,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,9
11,2024,Residenti,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,4
11,2024,Residenti,CONVIVENZA DI FATTO: CODICEFISCALE,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: CODICEFISCALE,IRRICEVIBILE,1
11,2024,Residenti,CONVIVENZA DI FATTO: CONIUGECOGNOME,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: CONIUGECOGNOME,IRRICEVIBILE,1
11,2024,Residenti,CONVIVENZA DI FATTO: CONIUGENOME,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: CONIUGENOME,IRRICEVIBILE,1
11,2024,Residenti,CONVIVENZA DI FATTO: DATAEVENTO,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: DATAEVENTO,IN LAVORAZIONE,2
11,2024,Residenti,CONVIVENZA DI FATTO: DATANASCITA,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: DATANASCITA,IN LAVORAZIONE,1
11,2024,Residenti,CONVIVENZA DI FATTO: DATANASCITA,IRRICEVIBILE,1
11,2024,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,ACCOLTA,1
11,2024,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,1
11,2024,Residenti,CONVIVENZA DI FATTO: LUOGONASCITA,ACCOLTA,1
11,2024,Residenti,DIVORZIO: ANNO,IRRICEVIBILE,2
11,2024,Residenti,DIVORZIO: AUTORITA,ACCOLTA,1
11,2024,Residenti,DIVORZIO: AUTORITA,IN LAVORAZIONE,1
11,2024,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IRRICEVIBILE,3
11,2024,Residenti,DIVORZIO: DATAFORMAZIONEATTO,IRRICEVIBILE,2
11,2024,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,1
11,2024,Residenti,DIVORZIO: DATASENTENZA,IRRICEVIBILE,1
11,2024,Residenti,DIVORZIO: NUMEROATTO,IRRICEVIBILE,2
11,2024,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,1
11,2024,Residenti,DIVORZIO: NUMEROSENTENZA,IRRICEVIBILE,1
11,2024,Residenti,DIVORZIO: PARTE,IRRICEVIBILE,1
11,2024,Residenti,DIVORZIO: SERIE,IRRICEVIBILE,1
11,2024,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,1
11,2024,Residenti,DIVORZIO: TIPOCESSAZIONE,IRRICEVIBILE,3
11,2024,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,1
11,2024,Residenti,DIVORZIO: TIPOTRIBUNALE,IN LAVORAZIONE,1
11,2024,Residenti,DIVORZIO: TIPOTRIBUNALE,IRRICEVIBILE,1
11,2024,Residenti,GENERALITÀ: CODICEFISCALE,ACCOLTA,3
11,2024,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,4
11,2024,Residenti,GENERALITÀ: CODICEFISCALE,IRRICEVIBILE,4
11,2024,Residenti,GENERALITÀ: COGNOME,ACCOLTA,5
11,2024,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,7
11,2024,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,7
11,2024,Residenti,GENERALITÀ: DATANASCITA,IRRICEVIBILE,2
11,2024,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,11
11,2024,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,6
11,2024,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,15
11,2024,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
11,2024,Residenti,GENERALITÀ: NOME,ACCOLTA,5
11,2024,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,8
11,2024,Residenti,GENERALITÀ: NOME,IRRICEVIBILE,9
11,2024,Residenti,GENERALITÀ: SESSO,ACCOLTA,1
11,2024,Residenti,LEGAME PARENTELA,ACCOLTA,165
11,2024,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,148
11,2024,Residenti,LEGAME PARENTELA,IRRICEVIBILE,186
11,2024,Residenti,LEGAME PARENTELA,RESPINTA,6
11,2024,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,31
11,2024,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,18
11,2024,Residenti,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,25
11,2024,Residenti,MATRIMONIO: CODICEFISCALE,RESPINTA,1
11,2024,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,11
11,2024,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,7
11,2024,Residenti,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,8
11,2024,Residenti,MATRIMONIO: CONIUGECOGNOME,RESPINTA,1
11,2024,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,14
11,2024,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,9
11,2024,Residenti,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,10
11,2024,Residenti,MATRIMONIO: CONIUGENOME,RESPINTA,1
11,2024,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,14
11,2024,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,4
11,2024,Residenti,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,12
11,2024,Residenti,MATRIMONIO: DATAEVENTO,RESPINTA,1
11,2024,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,33
11,2024,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,20
11,2024,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,23
11,2024,Residenti,MATRIMONIO: DATANASCITA,RESPINTA,1
11,2024,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,16
11,2024,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,14
11,2024,Residenti,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,19
11,2024,Residenti,MATRIMONIO: LUOGOEVENTO,RESPINTA,1
11,2024,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,36
11,2024,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,21
11,2024,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,35
11,2024,Residenti,MATRIMONIO: LUOGONASCITA,RESPINTA,1
11,2024,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,22
11,2024,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,14
11,2024,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,15
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,77
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,41
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,97
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,83
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,42
11,2024,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,101
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,38
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,18
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,50
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,83
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,38
11,2024,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,97
11,2024,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,20
11,2024,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,9
11,2024,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IRRICEVIBILE,17
11,2024,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,ACCOLTA,30
11,2024,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,26
11,2024,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IRRICEVIBILE,40
11,2024,Residenti,RESIDENZA: CAP,ACCOLTA,20
11,2024,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,31
11,2024,Residenti,RESIDENZA: CAP,IRRICEVIBILE,76
11,2024,Residenti,RESIDENZA: CAP,RESPINTA,2
11,2024,Residenti,RESIDENZA: CIVICO,ACCOLTA,92
11,2024,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,106
11,2024,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,140
11,2024,Residenti,RESIDENZA: CIVICO,RESPINTA,4
11,2024,Residenti,RESIDENZA: COLORE,ACCOLTA,1
11,2024,Residenti,RESIDENZA: COMUNE,ACCOLTA,10
11,2024,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,21
11,2024,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,51
11,2024,Residenti,RESIDENZA: COMUNE,RESPINTA,2
11,2024,Residenti,RESIDENZA: CORTE,IN LAVORAZIONE,1
11,2024,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,62
11,2024,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,94
11,2024,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,137
11,2024,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,2
11,2024,Residenti,RESIDENZA: ESPINTERNO1,ACCOLTA,1
11,2024,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,1
11,2024,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,5
11,2024,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,5
11,2024,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,2
11,2024,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,7
11,2024,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,4
11,2024,Residenti,RESIDENZA: FRAZIONE,RESPINTA,1
11,2024,Residenti,RESIDENZA: INTERNO1,ACCOLTA,33
11,2024,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,38
11,2024,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,28
11,2024,Residenti,RESIDENZA: INTERNO1,RESPINTA,2
11,2024,Residenti,RESIDENZA: ISOLATO,IN LAVORAZIONE,1
11,2024,Residenti,RESIDENZA: LETTERA,ACCOLTA,5
11,2024,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,4
11,2024,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,9
11,2024,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,8
11,2024,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,8
11,2024,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,30
11,2024,Residenti,RESIDENZA: PROVINCIA,RESPINTA,1
11,2024,Residenti,RESIDENZA: SCALA,ACCOLTA,12
11,2024,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,12
11,2024,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,8
11,2024,Residenti,RESIDENZA: SCALAESTERNA,IRRICEVIBILE,1
11,2024,Residenti,RESIDENZA: SPECIE,ACCOLTA,29
11,2024,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,33
11,2024,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,58
11,2024,Residenti,RESIDENZA: SPECIE,RESPINTA,1
11,2024,Residenti,RISOLUZIONE CONVIVENZA: DATAEVENTO,IN LAVORAZIONE,1
11,2024,Residenti,RISOLUZIONE CONVIVENZA: DATAEVENTO,IRRICEVIBILE,1
11,2024,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IN LAVORAZIONE,1
11,2024,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IRRICEVIBILE,1
11,2024,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,323
11,2024,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,379
11,2024,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,511
11,2024,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,17
11,2024,Residenti,UNIONE CIVILE: CODICEFISCALE,IN LAVORAZIONE,1
11,2024,Residenti,UNIONE CIVILE: LUOGONASCITA,IN LAVORAZIONE,1
11,2024,Residenti,VEDOVANZA: COMUNEREGISTRAZIONE,IRRICEVIBILE,1
11,2024,Residenti,VEDOVANZA: DATAFORMAZIONEATTO,ACCOLTA,1
11,2024,Residenti,VEDOVANZA: DATAFORMAZIONEATTO,IRRICEVIBILE,1
11,2024,Residenti,VEDOVANZA: LUOGOEVENTO,IRRICEVIBILE,1
11,2024,Residenti,VEDOVANZA: NUMEROATTO,IRRICEVIBILE,1
11,2024,Residenti,VEDOVANZA: SERIE,IRRICEVIBILE,1
12,2024,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,2
12,2024,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,1
12,2024,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,2
12,2024,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,1
12,2024,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,2
12,2024,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,2
12,2024,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,2
12,2024,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
12,2024,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
12,2024,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
12,2024,AIRE,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,2
12,2024,AIRE,GENERALITÀ: CODICEFISCALE,IRRICEVIBILE,1
12,2024,AIRE,GENERALITÀ: COGNOME,IRRICEVIBILE,1
12,2024,AIRE,GENERALITÀ: NOME,IRRICEVIBILE,1
12,2024,AIRE,LEGAME PARENTELA,ACCOLTA,4
12,2024,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,1
12,2024,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,4
12,2024,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,7
12,2024,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,2
12,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,1
12,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,4
12,2024,AIRE,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,1
12,2024,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,6
12,2024,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,8
12,2024,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,3
12,2024,AIRE,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,1
12,2024,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,7
12,2024,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,9
12,2024,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,4
12,2024,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,8
12,2024,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,6
12,2024,AIRE,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,7
12,2024,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,13
12,2024,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,11
12,2024,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,7
12,2024,AIRE,RESIDENZA: CAP,ACCOLTA,1
12,2024,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,9
12,2024,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,25
12,2024,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,11
12,2024,AIRE,RESIDENZA: CIVICO,ACCOLTA,1
12,2024,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,3
12,2024,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,5
12,2024,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,5
12,2024,AIRE,RESIDENZA: COMUNE,ACCOLTA,1
12,2024,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,4
12,2024,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,10
12,2024,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,4
12,2024,AIRE,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,1
12,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,16
12,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,30
12,2024,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,24
12,2024,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,9
12,2024,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,16
12,2024,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,11
12,2024,AIRE,RESIDENZA: PROVINCIA,ACCOLTA,1
12,2024,AIRE,RESIDENZA: SPECIE,ACCOLTA,1
12,2024,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,4
12,2024,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,6
12,2024,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,4
12,2024,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,22
12,2024,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,21
12,2024,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,20
12,2024,AIRE,UNIONE CIVILE: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
12,2024,AIRE,UNIONE CIVILE: LUOGOEVENTO,IN LAVORAZIONE,1
12,2024,Residenti,ATTO DI NASCITA: ANNO,ACCOLTA,1
12,2024,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
12,2024,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
